user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Rapha.btc🐢,"New York, USA",#Bitcoin days - previously Fontainebleau Capital - my Tweets are not financial advice,5/17/2019 17:35,2538,4986,29850,FALSE,3/4/2023 2:05,There are more people living inside of this circle than outside of it - #Bitcoin 's potential is untapped https://t.co/zvMwslynZv,['Bitcoin'],Twitter Web App,FALSE
Zachary A. Atkins,"Memphis,Tennessee",Founder @MemphianL StockMarket & Crypto Investor #Bitcoin #Ethereum #AVAX #CRO #BNB #Litecoin #Solana #NFTs #Web3 #AI #LUNC 🐋 Follow My Hashtag #MemphianDollar,4/5/2010 23:25,25225,4412,23138,FALSE,3/4/2023 2:05,"Polkadot (DOT) and Kusama (KSM) Price Gear up for Next Rally - https://t.co/0PTuNpFdhK #BNB  #Bitcoin  #Crypto #Ethereum 
#NFTs #CryptoTwitter #Blockchain #Avax #Litecoin #TRX  #MemphianDollar #NFT","['BNB', 'Bitcoin', 'Crypto', 'Ethereum', 'NFTs', 'CryptoTwitter', 'Blockchain', 'Avax', 'Litecoin', 'TRX', 'MemphianDollar', 'NFT']",Hootsuite Inc.,FALSE
Whales Radar,İstanbul,"https://t.co/oZVtGZzi5n

Crypto Whale Radar and Scanner

#Crypto #Bitcoin #Cryptocurrency #RastGele

Whales Radar is brand of @FxCanli",1/3/2010 15:43,2790,1,2,FALSE,3/4/2023 2:05,"#MOBUSDT #MOB 
Signal #3  

Last Signal: 2325 mins ago 
Before: 1.77800000 
After: 1.69200000 🔴(-4.84%) 
Volume Chng: 51,492 USDT (6.99%) 

Daily  
Price Chng: (1.56%)🟢 
Volume: 103,623 USDT 

🚀PRO ➡️ https://t.co/1EgdzYf2ot 🐳

#Crypto #Bitcoin #BTC #ETH","['MOBUSDT', 'MOB', 'Crypto', 'Bitcoin', 'BTC', 'ETH']",MT4 to Twitter,FALSE
🌑 .......🐜,,Bl4ck 4nt 🐜th1nk tw1tt3r just g4m3s  🎮,2/1/2023 10:16,138,4999,5769,FALSE,3/4/2023 2:05,#bitcoinprice #Bitcoin2023 #BitcoinNFTs  #bitcoinArt #bitcoinnews #Bitcoin    #bitcoinHunter $money #sangeberat #AttackOnTitan #StopDrinkingAlcohol #Close_AI #stupid_bitcoin #BangkokNoRoyal #TreeFingerProtes #ThaiRoyal #Bhat #ChiangMai #AttackOnTitan https://t.co/SCquWQZc9x,"['bitcoinprice', 'Bitcoin2023', 'BitcoinNFTs', 'bitcoinArt', 'bitcoinnews', 'Bitcoin', 'bitcoinHunter', 'sangeberat', 'AttackOnTitan', 'StopDrinkingAlcohol', 'Close_AI', 'stupid_bitcoin', 'BangkokNoRoyal', 'TreeFingerProtes', 'ThaiRoyal', 'Bhat', 'ChiangMai', 'AttackOnTitan']",Twitter for Android,FALSE
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",7/24/2022 4:50,577,1,0,FALSE,3/4/2023 2:04,"#Ethereum price update: 

#ETH $1571.28 USD
#Bitcoin 0.07030099661085198 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,FALSE
ZULO,"Sydney, New South Wales","Writing about human behaviour, and emotions in crypto. Actionable advice on market trends, ideas, & news. 
Join my free telegram
https://t.co/iX9fk7EouT",3/14/2014 6:13,248,312,27327,FALSE,3/4/2023 2:04,"#LINK whale holding 7 million #LINK in total is selling 1 million. Check the date below.
0x959815462EeC5fFf387A2e8a6871d94323D371de
#Bitcoin #Crypto https://t.co/oqpSQatrbW","['LINK', 'LINK', 'Bitcoin', 'Crypto']",Twitter Web App,FALSE
Jonathan Ramcharran,"Toronto, Ontario",Investor | Trader | Entrepreneur - Educating users: #BlockchainTech #Crypto #DeFi #Trading #Stocks,11/4/2022 5:16,581,52,375,FALSE,3/4/2023 2:04,The best store of value in my opinion #Bitcoin  21 Million https://t.co/N9BsdZj3WI,['Bitcoin'],Twitter for iPhone,FALSE
cryptowise.finance,,Crypto & Stocks Analytics Platform. Simplifying complexity with technology. Not Financial Advice. Do your own research. #BTC #DeFi #Crypto #MachineLearning,6/4/2020 11:52,1955,1560,151,FALSE,3/4/2023 2:04,"🚨🚨Crypto #Dump Update🚨🚨

MITHUSDT

$MITH fell -25.81% in 24h!
Average crypto return was 2.26%
Previously, when #MITH lost so much, it dropped -17.24% on average the next day

Sign up:
https://t.co/GIsOHZ4f7A

#crypto #cryptonews $BTC #BTC #bitcoin #altcoins #alts #AI https://t.co/q13Hmfv46O","['Dump', 'MITH', 'crypto', 'cryptonews', 'BTC', 'bitcoin', 'altcoins', 'alts', 'AI']",Plethora_Analysis,FALSE
Hairy Angel || Bones76 u/42124,nowhere,"An invasion of armies can be resisted, but not an idea whose time has come.
Follow4Follow 💯 #Twetch Invite: https://t.co/qsxV2YJO5y",4/26/2012 16:12,271,332,1601,FALSE,3/4/2023 2:04,"Nearing 40K views Great! But this #Ordinals Vid deserves well over 100K 👀👀 I heard BTC was the best, well I know #BITCOIN is the BEST, how bout some #BSV Pimps come over to the not-so-dark side &amp; finally see what the HYPE is all about 🚀🦾💯🚀 #twetchdat LETS GO GO GO https://t.co/m2WSpKaUoL","['Ordinals', 'BITCOIN', 'BSV', 'twetchdat']",Twitter Web App,FALSE
Cryptocurrency Price Predictions,,"Love CRYPTO💖
Follow & create a Binance account
Tip me if you like
#BTC #ETH #ADA #SOL #XRP #BNB #DOGE #AVAX #TRX #MATIC #Binance #prediction",5/24/2020 6:50,4249,981,1846,FALSE,3/4/2023 2:04,"BITCOIN PRICE PREDICTION

PRICE : RISE⤴ in 60 min.
BUY 0.224 BTC for $22,339.61 apiece on Binance
Target price : $22,786.4
Amount: $5,004

#Bitcoin #BTC #prediction #Binance https://t.co/fevsnjcA6m","['Bitcoin', 'BTC', 'prediction', 'Binance']",Crypto_Arbitrage,FALSE
Texas Blockchain Council,Texas,"We are making Texas a leader in blockchain, bitcoin, and crypto innovation!",7/11/2020 23:57,5233,441,871,FALSE,3/4/2023 2:04,"This is deeply disturbing and highlights the importance of the #bitcoin community being actively involved in shaping legislative policy. Go make your voices heard. 

“@govkristinoem has until next Thursday to veto the legislation; otherwise it automatically becomes law” https://t.co/R92VO6SwuA",['bitcoin'],Twitter for iPhone,FALSE
Sakib Ahammed | Endblock.io,"Dhaka, Bangladesh","Follow back 💯% Follow back 💯% Follow back 💯% Follow back 💯% Follow back 💯% Follow back 💯% Follow back 💯% Follow back 💯%
#BTC #ETH #LTC #USDT #FOLLOWBACK",12/4/2021 1:52,10655,7490,1731,FALSE,3/4/2023 2:04,"@LIFElabsHQ #LIFE #LIFECRYPTO #TRADING #BTC #Bitcoin
This is an excellent project with great potential strategy, constructed by specialized technical team, this is one of the best project without doubt.","['LIFE', 'LIFECRYPTO', 'TRADING', 'BTC', 'Bitcoin']",Twitter for Android,FALSE
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",7/24/2022 4:50,577,1,0,FALSE,3/4/2023 2:03,"#Ethereum price update: 

#ETH $1573.12 USD
#Bitcoin 0.07033442 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,FALSE
sharkdad,,https://t.co/ABxFOwLIwA,12/8/2022 19:53,13,0,0,FALSE,3/4/2023 2:03,"#Bitcoin dominance has a little more room left to fall. It would appear alt season hasn’t peaked just yet..https://t.co/XJNorH0tmE

.
.
.
$BTC.D $BTC $ETH $LTC $DOGE $BNB $MKR $LINK $BAND $ZRX $SOL  $SQ https://t.co/P6qQ4GRxDr",['Bitcoin'],Twitter Web App,FALSE
Matt Diamond,,Trading since 2016. Tweets are my opinion and for informational purposes only.,11/23/2011 19:08,7265,552,0,FALSE,3/4/2023 2:03,"#Bitcoin￼ is going back to $69,000 and there is NOTHING you can do about it.",['Bitcoin'],Twitter for iPhone,FALSE
cryptowise.finance,,Crypto & Stocks Analytics Platform. Simplifying complexity with technology. Not Financial Advice. Do your own research. #BTC #DeFi #Crypto #MachineLearning,6/4/2020 11:52,1955,1560,151,FALSE,3/4/2023 2:03,"🚨🚨Crypto #Dump Update🚨🚨

AIONUSDT

$AION fell -37.05% in 24h!
Average crypto return was 2.26%
First time in at least 1 year #AION lost so much in 1 day

Sign up:
https://t.co/GIsOHZ4f7A

#crypto #cryptonews $BTC #BTC #bitcoin #altcoins #alts #AI https://t.co/06GFupLhDF","['Dump', 'AION', 'crypto', 'cryptonews', 'BTC', 'bitcoin', 'altcoins', 'alts', 'AI']",Plethora_Analysis,FALSE
CryptoSens_Pro,,"https://t.co/eusrI6yMeO - Current Cryptocurrency News, Reviews, Analytics, Opinions of Cryptocurrency Experts and Price Data.",9/7/2022 9:36,13,1,0,FALSE,3/4/2023 2:03,"Majority of bitcoin hashrate is controlled by two pools: ETH developer strikes BTC
Ethereum developer Evan Van Ness voiced ...
#Bitcoin #BitcoinMining #Ethereum #Proofofstake
https://t.co/OedLjzQP62 
https://t.co/OedLjzQP62","['Bitcoin', 'BitcoinMining', 'Ethereum', 'Proofofstake']",FS-Poster-App,FALSE
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,7/11/2022 5:24,484,5,0,FALSE,3/4/2023 2:03,"#BinanceCoin price update: $BNB

#BNB $290.71 USD

#Bitcoin 0.01301 BTC

#Ethereum 0.18501 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,FALSE
Cryptocurrency Price Predictions,,"Love CRYPTO💖
Follow & create a Binance account
Tip me if you like
#BTC #ETH #ADA #SOL #XRP #BNB #DOGE #AVAX #TRX #MATIC #Binance #prediction",5/24/2020 6:50,4249,981,1846,FALSE,3/4/2023 2:03,"BITCOIN PREDICTION RESULT

Deal Close: 0.223 BTC for $22,346.43
Entry: BUY
Entry Price: $22,373.13(60 min ago on Binance)
Amount $4,989
Trade Profit: $-6.0😭
Daily   : $-12(-0.2%)
Monthly: $11(0.2%)

#Bitcoin #BTC #Binance
https://t.co/5O1XHK80Hu https://t.co/jz4TAkJIJp","['Bitcoin', 'BTC', 'Binance']",Crypto_Arbitrage,FALSE
Soku Swap,Everywhere,"The easiest place to trade crypto, guaranteed! Telegram: https://t.co/lxd1fiewh3",3/22/2021 7:07,19713,2096,14759,FALSE,3/4/2023 2:03,"It's impossible to deny the impact that crypto₿ and blockchain🔗 technology will have on the future.🔮

🔹We firmly believe that universities should prioritize providing students with a deeper understanding of these topics. 

🔹Would you agree?👇🏻👇🏻
#Crypto #blockchain #Bitcoin","['Crypto', 'blockchain', 'Bitcoin']",Twitter Web App,FALSE
