user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",7/24/2022 4:50,576,1,0,FALSE,3/1/2023 23:57,"#Ethereum price update: 

#ETH $1663.91 USD
#Bitcoin 0.07042311 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,FALSE
AkinHack,United States,Professional Recovery Services | •Crypto | •iCloud ID | •Instagram | Snapchat | DM 247| •Account Recovery | •iMessage | spying | Follow and Inbox Me | •NotFree,11/8/2014 4:50,197,48,13,FALSE,3/1/2023 23:57,"Looking for a professional hacker? .
Y’all Message me for any account recovery or hacking #CYBER #security #Coinbase #Bitcoin #BNB.","['CYBER', 'security', 'Coinbase', 'Bitcoin', 'BNB']",Twitter for Android,FALSE
liuliu,英国伦敦14 Parliament Mews,"Be a positive person. Don't be sad, don't be impatient. Be strong, up, and close to the sun. Life can't wait for others to arrange it.",10/5/2012 19:29,16482,207,79,FALSE,3/1/2023 23:57,"#Bitcoin  FUN FACT

The period of 395 days in which we have 10 red candles on the monthly chart, we call it ""Bear Market"" https://t.co/4rUmmufYet",['Bitcoin'],Twitter Web App,FALSE
NFTBrahh,Plan3t Earth brah,"Love life, my wife, my daughter, Tory train jokes. Don't like tomatoes. #NFT Addict / Proud DankDogzNFT Owner!!",1/16/2018 18:39,474,107,30,FALSE,3/1/2023 23:57,"⚡️ Drop your best #NFTs to get promoted! Follow, retweet and like this post👇 #eth #ethereum #crypto #NFT #NFTs #nftart #nftartists #sol #shib #bitcoin","['NFTs', 'eth', 'ethereum', 'crypto', 'NFT', 'NFTs', 'nftart', 'nftartists', 'sol', 'shib', 'bitcoin']",Trumpybot,FALSE
Live Price Crypto,,"I Tweet the latest #BTC/#ETH/#BNB/#MATIC & #StableCoins price
+Daily/Weekly Technical Indicators 

Live since 20/03/2022

@web3africa1",3/10/2022 14:06,4463,9,24,FALSE,3/1/2023 23:57,"Weekly 🚀

#BTC Last $23630

•Change since Monday 00h00(UTC): +0.31% 🟢
•MACD:
 -MACD Line: 99
 -Signal Line: -985

#ETH Last $1665

•Change: +1.43% 🟢
•MACD:
 -MACD Line: 2
 -Signal Line: -65

#Blockchain #Token #Bitcoin #Ethereum
(8/16)
461047","['BTC', 'ETH', 'Blockchain', 'Token', 'Bitcoin', 'Ethereum']",vaiotapi,FALSE
Sigma Σ Nakamoto,,Σ,11/6/2015 4:53,573,82,12322,FALSE,3/1/2023 23:57,"Are you ready?
#Bitcoin miners coming to #CoreDAO blockchain! https://t.co/vD3F9UClQC","['Bitcoin', 'CoreDAO']",Twitter for Android,FALSE
0xMadman,Moon,Swapped all my fiat for crypto and NFTs,7/20/2021 2:08,139,784,585,FALSE,3/1/2023 23:57,"Day 35 of my attempt to give this @Mcdonalds OG #Doge x Bukele-inspired @RealDogePunks NFT to El Presidente @nayibbukele as his #NewProfilePic for the inevitable #Bitcoin &amp; #Dogecoin bullrun. El Presidente, please let me know &amp; we'll make it happen!

https://t.co/69eemvmUW4","['Doge', 'NewProfilePic', 'Bitcoin', 'Dogecoin']",Twitter for Android,FALSE
CryptoClick,"New York, NY",Curated Crypto News - One click away!,7/16/2009 23:29,11699,6611,2,FALSE,3/1/2023 23:57,🔥 Deep comparison of Bitcoin Miners| Gold Miners - Astonishing❓ Check the post https://t.co/oiEGjjVOOM #bitcoin @tradingview #crypto $btc #btc,"['bitcoin', 'crypto', 'btc']",Make (formerly Integromat),FALSE
Sergio,coin hunt world,"professional coin hunt world player

-living with autism-",5/16/2022 21:05,185,76,13134,FALSE,3/1/2023 23:57,"c03x found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/a37s2OfkQa #cryptocurrency #48027 https://t.co/p92Mo6hJkC","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,FALSE
MahigouneTradingPro,Paris,#Bourse/Bitcoin,4/30/2021 0:00,25,35,708,FALSE,3/1/2023 23:57,"#bitcoin    / $BTC
Potentiel remake https://t.co/4Sa4hq5o54",['bitcoin'],Twitter for Android,FALSE
Trader Jet Telegram Bot,,"The best assistant for #scalping on #Binance with more than 15 modules and #autotrading #ai system.

Have #RU and #EN versions!

Join for free 3 days trial 👇",6/21/2022 9:02,907,14,300,FALSE,3/1/2023 23:56,"✅ #PUMP $SNX! +0.964% in 15 seconds
Current price: 3.038$!

 Follow and like for more signals!
60 #ai #cryptocurrency #BUSD #crypto #finance #altcoins #binance #bitcoin #btc #SNX https://t.co/QE5DxYc22E","['PUMP', 'ai', 'cryptocurrency', 'BUSD', 'crypto', 'finance', 'altcoins', 'binance', 'bitcoin', 'btc', 'SNX']",TwitterLikeRt_Nik,FALSE
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",7/24/2022 4:50,576,1,0,FALSE,3/1/2023 23:56,"#Ethereum price update: 

#ETH $1664.98 USD
#Bitcoin 0.07043578062184754 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,FALSE
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,7/11/2022 5:24,492,5,0,FALSE,3/1/2023 23:56,"#BinanceCoin price update: $BNB

#BNB $302.92 USD

#Bitcoin 0.01281 BTC

#Ethereum 0.18194 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,FALSE
Bitcoin updates,,"I tweet about the $BTC price every 15 minutes.
Data is retrieved from @binance.

#Bitcoin #BTC

More bots 🤖:
#ETH: @Ethereum8News
#BNB: @BNB8News",1/9/2021 15:26,6906,6,21,FALSE,3/1/2023 23:56,"The $BTC price is at $23,628.11 right now.
🟢 Compared to the last tweet, the price has increased by $21.49 (0.09%).
🟢 In the last 24 hours the price has increased by $510.39 (2.21%).

#Bitcoin #BTC https://t.co/GhayrxhwpW","['Bitcoin', 'BTC']",Pamboo Crypto,FALSE
Live Price Crypto,,"I Tweet the latest #BTC/#ETH/#BNB/#MATIC & #StableCoins price
+Daily/Weekly Technical Indicators 

Live since 20/03/2022

@web3africa1",3/10/2022 14:06,4463,9,24,FALSE,3/1/2023 23:56,"Weekly 🚀

#BTC Last $23630

-RSI: 56
-Moving Average(20): 19758
-MA(50): 24092
-MA(200): 25181
-Bollinger B. lower/upper: 13837/25679

#ETH Last $1665 #ETH

-RSI: 55
-MA(20): 1424
-MA(50): 1695
-MA(200): 1430
-BB: 1032/1815

#Live #Bitcoin #Ethereum
(7/16)
461046","['BTC', 'ETH', 'ETH', 'Live', 'Bitcoin', 'Ethereum']",vaiotapi,FALSE
theCryptolusionist 🧙🏻,The Netherlands,"Crypto dabbler with a slight affection for $WOO $VET $FET $AZERO $MLT and $METIS... Also interested in $BONE and $POKT. Charting fibs, Gartley and R/S",4/20/2021 20:27,363,200,211,FALSE,3/1/2023 23:56,"$ETH working on a bullish engulfing on the 1D and on the 4H, beautiful bullish hammer candle on the 8H and looks like it’s flipping R/S on the 1H. We’ll know all in 5 minutes, looks too good to be true… Asia probably going to f** it up 🤌🏻

#ETH #Ethereum #Crypto #BTC #Bitcoin https://t.co/ybeF6CkPCn","['ETH', 'Ethereum', 'Crypto', 'BTC', 'Bitcoin']",Twitter for iPhone,FALSE
Richardss Cumberbatche 📈,👉,"Check out our community of real traders helping each other profit. Education, live lessons, alerts, and more. 👉https://t.co/uju90xL4Ot",11/4/2020 8:56,870,41,41,FALSE,3/1/2023 23:56,"$WOO #Bitcoin             in it's highest peak right now... 
https://t.co/sNRg9LsXGN
$BTC $ETH $DOGE $SOL $CRV $ATH $SL $ALGO $MATIC $FIB $S https://t.co/pyKeLkDeCu",['Bitcoin'],Twitter Web App,FALSE
Trackify | #1 BTC Price Action Bot,Monitoring BTCUSDT...,📈| #1 BTC Price Action Bot 🕒| Notifies every 5 minutes,1/18/2023 2:40,119,1,206,FALSE,3/1/2023 23:56,"Bitcoin has decreased -0.11% in the past 5 minutes!
Started at $23652.66
Ended at $23626.89

#BTC #crypto #bitcoin #cryptocurrency #ethereum #blockchain #eth #currency #xrp #trading #price #exchange #twitter #ltc #binance #finance","['BTC', 'crypto', 'bitcoin', 'cryptocurrency', 'ethereum', 'blockchain', 'eth', 'currency', 'xrp', 'trading', 'price', 'exchange', 'twitter', 'ltc', 'binance', 'finance']",bitcoinpricetracker,FALSE
PlattsburghBTC,"Plattsburgh, NY","฿ miner that sells extra GH, so come mine with me! I'm also afraid of fans, loud whirring sounds, and ethernet cables. Oh god. Send help.",8/29/2015 17:25,3479,1774,297,FALSE,3/1/2023 23:56,"1 ฿: $23649.6, 1 week ago: $0, 3 months ago: $0, 1 year ago: $8520 #bitcoin  https://t.co/N0BZQbcl79",['bitcoin'],Plattsburgh BTC status update,FALSE
Bitcoin Price Ticker,,Tweets the current price of #bitcoin every 5 minutes,10/20/2022 7:10,122,9,9,FALSE,3/1/2023 23:56,"1₿ = $23634 2.07%📈

Details:
Change: 📈478.79$
24H Low = $23079🔻
24H High = $23884💹

#bitcoin #btc","['bitcoin', 'btc']",BitcoinLivePriceTicker,FALSE
Moniruzzaman Mithu 778.bnb,,,2/8/2023 0:17,15,314,294,FALSE,3/1/2023 23:56,"@airdropinspect This project is very profitable project.thanks for Everything. @Sagorahemed4115 @MakeMon48808509  @hasan35241 

#Airdrop #Airdrops #Airdropinspector #ZebecLabs #NautilusChain #USDT #Crypto #Bitcoin","['Airdrop', 'Airdrops', 'Airdropinspector', 'ZebecLabs', 'NautilusChain', 'USDT', 'Crypto', 'Bitcoin']",Twitter Web App,FALSE
Crypto Alerted,USA,Crypto Alerted Our Tweets are not Financial Advise Be Carefull,4/10/2020 11:35,1232,105,24,FALSE,3/1/2023 23:56,KIRA Network (KEX) went up 10.3 percent in the last 1 minutes on https://t.co/rgEAV9gIXu. #KEX  #crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #trading #altcoin #binance #cryptonews,"['KEX', 'crypto', 'bitcoin', 'cryptocurrency', 'btc', 'ethereum', 'blockchain', 'eth', 'trading', 'altcoin', 'binance', 'cryptonews']",Microsoft Power Platform,FALSE
call me jonny,To the moon,100$ to 100.000$ crypto trader 24h/24h . BTC FROM ITALY BOY🇮🇹,5/4/2022 9:17,125,115,822,FALSE,3/1/2023 23:56,"Join me at Bybit's Learn and Earn event! Prove your knowledge of the Ethereum Shanghai upgrade and earn 5 USDT with me. https://t.co/9p1tlOV4pL
https://t.co/9p1tlOV4pL 

#ETH #Ethereum #Bitcoin #Crypto","['ETH', 'Ethereum', 'Bitcoin', 'Crypto']",Twitter for iPhone,FALSE
Cycushack+,,Professional Recovery Services | •Crypto | •iCloud ID •Instagram | Snapchat | DM 247,1/8/2021 13:12,13,11,459,FALSE,3/1/2023 23:56,"Y’all Message me for any account recovery or hacking #CYBER #security #Coinbase #Bitcoin
#BNB","['CYBER', 'security', 'Coinbase', 'Bitcoin', 'BNB']",Twitter for iPhone,FALSE
Keepcalm2021,,,3/3/2021 0:41,98,257,154,FALSE,3/1/2023 23:56,"PhrozenKhaos found #bitcoin in a Green vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/3a8DABboMa #cryptocurrency #321163 https://t.co/gRNSuF0uIi","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,FALSE
Dr. ₿itcoin⚡️,"Moon, PA","Not a trader, nor analyst or investor, #Bitcoin believer. BUY-DCA-HODL-SELL. Follow the cycles. NFA. Power to the people! Free the money! Only lightning!⚡️∞/21M",10/12/2022 0:47,3159,5000,224,FALSE,3/1/2023 23:56,"#Bitcoin       1000 Sats everyday! Do you want 1000 Sats? 🚀🚀🚀
Follow, retweet, and comment your #Lightningnetwork⚡️ address to stack more Satoshis! #Crypto #Stakingsats #DCA #Giveaway #BTC      
Let's fuckin' go!! 🚀🚀🚀","['Bitcoin', 'Lightningnetwork', 'Crypto', 'Stakingsats', 'DCA', 'Giveaway', 'BTC']",Twitter for Android,FALSE
Cycushack+,,Professional Recovery Services | •Crypto | •iCloud ID •Instagram | Snapchat | DM 247,1/8/2021 13:12,13,11,459,FALSE,3/1/2023 23:55,Y’all Message me for any account recovery or  account hack  #CYBER #security #Coinbase #Bitcoin #BNB #facebook #snapchat #instagram,"['CYBER', 'security', 'Coinbase', 'Bitcoin', 'BNB', 'facebook', 'snapchat', 'instagram']",Twitter for iPhone,FALSE
YearlyMadeDaily,,Follow for more info about the market as a whole and individual coins. $INJ $STX $MNW $ADA,4/23/2022 22:10,117,17,572,FALSE,3/1/2023 23:55,@WhaleChart Can’t beat #Bitcoin with a max of 21 million.,['Bitcoin'],Twitter for iPhone,FALSE
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",7/24/2022 4:50,576,1,0,FALSE,3/1/2023 23:55,"#Ethereum price update: 

#ETH $1663.89 USD
#Bitcoin 0.07042086 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,FALSE
Sergio,coin hunt world,"professional coin hunt world player

-living with autism-",5/16/2022 21:05,185,76,13134,FALSE,3/1/2023 23:55,"c03x found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/a37s2OfkQa #cryptocurrency #29262 https://t.co/WEJ6Af2nT6","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,FALSE
